Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Channel RSSI,Adjusted Channel RSSI,RxLev,BSIC,C/I,HRTOA,Raw Messages,cellIdentity,mnc,mcc,LAC,C1,C2,Neighbor List,3G Neighbor List,EUTRA Neighbor List
9/22/2025,15:46:58:613,38.897321,-77.045265,174,1960,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:58:613,38.897321,-77.045263,175,1961,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:58:614,38.897321,-77.04526,176,1962,512,0,0,0,0,-100.62,-100.62,10,44,4.7,136,,,,,,,,,,
9/22/2025,15:46:58:614,38.897321,-77.045258,177,1963,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:58:982,38.897321,-77.045255,178,1964,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:58:983,38.897321,-77.045253,179,1965,512,0,0,0,0,-96.12,-96.12,14,44,-1.38,138,,,,,,,,,,
9/22/2025,15:46:58:983,38.897321,-77.04525,180,1966,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:58:983,38.897321,-77.045248,181,1967,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:58:983,38.897321,-77.045245,182,1968,512,0,0,0,0,-89.11,-89.11,21,44,3.29,138,,,,,,,,,,
9/22/2025,15:46:59:363,38.897321,-77.045243,183,1969,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:59:363,38.897321,-77.045241,184,1970,512,0,0,0,0,-89.04,-89.04,21,44,13.06,138,,,,,,,,,,
9/22/2025,15:46:59:363,38.897321,-77.045238,185,1971,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:59:363,38.897321,-77.045236,186,1972,512,0,0,0,0,-97.26,-97.26,13,44,-2.84,138,,,,,,,,,,
9/22/2025,15:46:59:363,38.897321,-77.045233,187,1973,512,0,0,0,0,-100.16,-100.16,10,44,2.42,140,,,,,,,,,,
9/22/2025,15:46:59:737,38.897321,-77.045231,188,1974,512,0,0,0,0,-98.17,-98.17,12,44,10.43,136,,,,,,,,,,
9/22/2025,15:46:59:737,38.897321,-77.045228,189,1975,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:59:737,38.897321,-77.045226,190,1976,512,0,0,0,0,-99.22,-99.22,11,44,13.06,136,,,,,,,,,,
9/22/2025,15:46:59:737,38.897321,-77.045223,191,1977,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:46:59:737,38.897321,-77.045221,192,1978,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:00:116,38.897321,-77.045219,193,1979,512,0,0,0,0,-88.3,-88.3,22,44,6.29,136,,,,,,,,,,
9/22/2025,15:47:00:116,38.897321,-77.045216,194,1980,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:00:116,38.897321,-77.045214,195,1981,512,0,0,0,0,-92.5,-92.5,18,44,20,136,,,,,,,,,,
9/22/2025,15:47:00:116,38.897321,-77.045211,196,1982,512,0,0,0,0,-95.67,-95.67,15,44,4.1,136,,,,,,,,,,
9/22/2025,15:47:00:116,38.897321,-77.045209,197,1983,512,0,0,0,0,-102.88,-102.88,8,44,11.3,138,,,,,,,,,,
9/22/2025,15:47:00:486,38.897321,-77.045206,198,1984,512,0,0,0,0,-94.71,-94.71,16,44,5.72,138,59061A8900ABE60B1D5602086FE7341A400000FFB9000000(0002),,,,,,,688;584;732;514;690;585;734;967;689;687;810;515;731;513,,
9/22/2025,15:47:00:486,38.897321,-77.045204,199,1985,512,0,0,0,0,-92.66,-92.66,18,44,2.91,138,,,,,,,,,,
9/22/2025,15:47:00:487,38.897321,-77.045201,200,1986,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:00:487,38.897321,-77.045199,201,1987,512,0,0,0,0,-104.19,-104.19,6,44,16.09,138,,,,,,,,,,
9/22/2025,15:47:00:487,38.897321,-77.045197,202,1988,512,0,0,0,0,-89.95,-89.95,21,44,0.62,136,,,,,,,,,,
9/22/2025,15:47:00:861,38.897321,-77.045194,203,1989,512,0,0,0,0,-104.38,-104.38,6,44,13.91,136,,,,,,,,,,
9/22/2025,15:47:00:861,38.89732,-77.045189,204,1990,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:00:861,38.89732,-77.045183,205,1991,512,0,0,0,0,-103.18,-103.18,7,44,5.22,136,,,,,,,,,,
9/22/2025,15:47:00:861,38.89732,-77.045178,206,1992,512,0,0,0,0,-84.17,-84.17,26,44,8.53,138,,,,,,,,,,
9/22/2025,15:47:00:861,38.897319,-77.045172,207,1993,512,0,0,0,0,-104.47,-104.47,6,44,15.56,136,,,,,,,,,,
9/22/2025,15:47:01:240,38.897319,-77.045167,208,1994,512,0,0,0,0,-103.03,-103.03,7,44,4.31,136,,,,,,,,,,
9/22/2025,15:47:01:241,38.897318,-77.045161,209,1995,512,0,0,0,0,-105.86,-105.86,5,44,6.26,136,,,,,,,,,,
9/22/2025,15:47:01:241,38.897318,-77.045156,210,1996,512,0,0,0,0,-73.38,-73.38,37,44,0.38,136,,,,,,,,,,
9/22/2025,15:47:01:241,38.897317,-77.04515,211,1997,512,0,0,0,0,-95.45,-95.45,15,44,14.66,136,,,,,,,,,,
9/22/2025,15:47:01:241,38.897317,-77.045145,212,1998,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:01:614,38.897316,-77.045139,213,1999,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:01:614,38.897317,-77.045134,214,2000,512,0,0,0,0,-93.63,-93.63,17,44,-1.13,138,,,,,,,,,,
9/22/2025,15:47:01:614,38.897318,-77.045129,215,2001,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:01:614,38.897318,-77.045124,216,2002,512,0,0,0,0,-100.16,-100.16,10,44,13.47,138,,,,,,,,,,
9/22/2025,15:47:01:614,38.897319,-77.04512,217,2003,512,0,0,0,0,-101.53,-101.53,9,44,6.7,140,,,,,,,,,,
9/22/2025,15:47:01:991,38.897319,-77.045115,218,2004,512,0,0,0,0,-81.97,-81.97,29,44,-0.81,136,010600E0005847EB4A93F51A218A16AB2B2B2B2B2B2B2B00(0400),,,,,,,,,
9/22/2025,15:47:01:992,38.89732,-77.04511,219,2005,512,0,0,0,0,-84.41,-84.41,26,44,-0.52,136,,,,,,,,,,
9/22/2025,15:47:01:994,38.897321,-77.045105,220,2006,512,0,0,0,0,-94.49,-94.49,16,44,8.37,138,,,,,,,,,,
9/22/2025,15:47:01:994,38.897321,-77.0451,221,2007,512,0,0,0,0,-88.95,-88.95,22,44,8.33,136,,,,,,,,,,
9/22/2025,15:47:01:995,38.897322,-77.045095,222,2008,512,0,0,0,0,-101.71,-101.71,9,44,9.07,136,,,,,,,,,,
9/22/2025,15:47:02:364,38.897322,-77.04509,223,2009,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:02:365,38.897323,-77.045085,224,2010,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:02:365,38.897324,-77.04508,225,2011,512,0,0,0,0,-94.4,-94.4,16,44,9.99,136,,,,,,,,,,
9/22/2025,15:47:02:365,38.897324,-77.045076,226,2012,512,0,0,0,0,-96.97,-96.97,14,44,8.94,136,,,,,,,,,,
9/22/2025,15:47:02:365,38.897325,-77.045071,227,2013,512,0,0,0,0,-88.25,-88.25,22,44,11.72,136,,,,,,,,,,
9/22/2025,15:47:02:740,38.897325,-77.045066,228,2014,512,0,0,0,0,-96.2,-96.2,14,44,9.63,138,,,,,,,,,,
9/22/2025,15:47:02:740,38.897327,-77.045055,229,2015,512,0,0,0,0,-93.6,-93.6,17,44,11.57,138,,,,,,,,,,
9/22/2025,15:47:02:740,38.897328,-77.045045,230,2016,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:02:740,38.897329,-77.045034,231,2017,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:02:740,38.897331,-77.045024,232,2018,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:02:947,38.897332,-77.045013,233,2019,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:03:402,38.897333,-77.045003,234,2020,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:03:779,38.897335,-77.044992,235,2021,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:03:779,38.897335,-77.044986,236,2022,512,0,0,0,0,-95.86,-95.86,15,44,-2.47,136,,,,,,,,,,
9/22/2025,15:47:03:779,38.897335,-77.04498,237,2023,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:03:779,38.897335,-77.044973,238,2024,512,0,0,0,0,-90.96,-90.96,20,44,6.43,136,,,,,,,,,,
9/22/2025,15:47:03:779,38.897335,-77.044967,239,2025,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:146,38.897335,-77.04496,240,2026,512,0,0,0,0,-80.9,-80.9,30,44,5.17,138,,,,,,,,,,
9/22/2025,15:47:04:147,38.897335,-77.044954,241,2027,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:147,38.897335,-77.044948,242,2028,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:147,38.897335,-77.044941,243,2029,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:147,38.897335,-77.044935,244,2030,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:521,38.897335,-77.044928,245,2031,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:521,38.897335,-77.044916,246,2032,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:521,38.897335,-77.044905,247,2033,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:521,38.897335,-77.044893,248,2034,512,0,0,0,0,-87.48,-87.48,23,44,2.07,136,,,,,,,,,,
9/22/2025,15:47:04:521,38.897335,-77.044881,249,2035,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:04:897,38.897335,-77.044869,250,2036,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:05:273,38.897335,-77.044858,251,2037,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:05:656,38.897335,-77.044846,252,2038,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:06:021,38.897335,-77.044824,253,2039,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:06:399,38.897335,-77.044803,254,2040,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:06:772,38.897335,-77.044782,255,2041,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:07:149,38.897337,-77.044749,0,2042,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:07:522,38.897339,-77.044717,1,2043,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:07:900,38.897339,-77.044696,2,2044,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:08:275,38.897339,-77.044675,3,2045,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:08:653,38.897339,-77.044653,4,2046,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:09:189,38.897339,-77.044621,5,2047,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:09:964,38.897339,-77.044589,6,2048,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:10:735,38.897339,-77.044516,7,2049,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:11:540,38.897339,-77.044452,8,2050,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:12:328,38.897342,-77.044419,9,2051,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:13:121,38.897344,-77.044387,10,2052,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:13:881,38.897344,-77.044314,11,2053,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:14:652,38.897348,-77.04425,12,2054,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:15:416,38.897348,-77.044222,13,2055,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:16:183,38.897348,-77.044195,14,2056,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:16:963,38.897348,-77.04414,15,2057,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:17:411,38.897348,-77.044132,16,2058,512,0,0,0,0,-104.58,-104.58,6,44,9.63,136,,,,,,,,,,
9/22/2025,15:47:17:411,38.897348,-77.044125,17,2059,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:17:411,38.897348,-77.044117,18,2060,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:17:411,38.897348,-77.044109,19,2061,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:17:411,38.897348,-77.044102,20,2062,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:17:788,38.897348,-77.044094,21,2063,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:18:170,38.897348,-77.044088,22,2064,512,0,0,0,0,-63.18,-63.18,47,44,3.57,136,5506198F000000000000000000000000000000B900006B00(0001),,,,,,,,,
9/22/2025,15:47:18:170,38.897348,-77.044082,23,2065,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:18:171,38.897348,-77.044076,24,2066,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:18:171,38.897348,-77.04407,25,2067,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:18:171,38.897348,-77.044063,26,2068,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:18:539,38.897348,-77.044057,27,2069,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:18:911,38.897348,-77.044048,28,2070,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:19:292,38.897348,-77.044039,29,2071,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:19:665,38.897348,-77.04403,30,2072,512,0,0,0,0,-99.22,-99.22,11,44,-1.08,140,,,,,,,,,,
9/22/2025,15:47:19:665,38.897348,-77.044028,31,2073,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:19:665,38.897348,-77.044027,32,2074,512,0,0,0,0,-90.39,-90.39,20,44,8.1,140,,,,,,,,,,
9/22/2025,15:47:19:665,38.897348,-77.044025,33,2075,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:19:666,38.897348,-77.044023,34,2076,512,0,0,0,0,-98.86,-98.86,12,44,9.78,140,,,,,,,,,,
9/22/2025,15:47:20:047,38.897348,-77.044022,35,2077,512,0,0,0,0,-93.38,-93.38,17,44,4.63,136,,,,,,,,,,
9/22/2025,15:47:20:047,38.897348,-77.04402,36,2078,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:047,38.897348,-77.044018,37,2079,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:047,38.897348,-77.044017,38,2080,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:047,38.897348,-77.044015,39,2081,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:420,38.897348,-77.044013,40,2082,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:791,38.897348,-77.044012,41,2083,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:791,38.897348,-77.04401,42,2084,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:791,38.897348,-77.044008,43,2085,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:791,38.897348,-77.044006,44,2086,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:20:791,38.897348,-77.044004,45,2087,512,0,0,0,0,-90.22,-90.22,20,44,6.85,140,,,,,,,,,,
9/22/2025,15:47:21:173,38.897348,-77.044002,46,2088,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:173,38.897348,-77.044001,47,2089,512,0,0,0,0,-66.03,-66.03,44,44,9.84,136,,,,,,,,,,
9/22/2025,15:47:21:173,38.897348,-77.043999,48,2090,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:173,38.897348,-77.043997,49,2091,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:173,38.897348,-77.043995,50,2092,512,0,0,0,0,-86.7,-86.7,24,44,12.26,136,,,,,,,,,,
9/22/2025,15:47:21:540,38.897348,-77.043993,51,2093,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:544,38.897348,-77.043991,52,2094,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:544,38.897348,-77.043988,53,2095,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:544,38.897348,-77.043986,54,2096,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:544,38.897348,-77.043983,55,2097,512,0,0,0,0,-88.84,-88.84,22,44,4.01,136,,,,,,,,,,
9/22/2025,15:47:21:914,38.897348,-77.043981,56,2098,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:914,38.897348,-77.043979,57,2099,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:914,38.897348,-77.043976,58,2100,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:21:914,38.897348,-77.043974,59,2101,512,0,0,0,0,-95.2,-95.2,15,44,11.23,140,,,,,,,,,,
9/22/2025,15:47:21:915,38.897348,-77.043971,60,2102,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:22:296,38.897348,-77.043969,61,2103,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:22:296,38.897348,-77.043966,62,2104,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:22:297,38.897348,-77.043964,63,2105,512,0,0,0,0,-89.97,-89.97,21,44,12.97,136,,,,,,,,,,
9/22/2025,15:47:22:297,38.897348,-77.043961,64,2106,512,0,0,0,0,-98.83,-98.83,12,44,2.74,136,,,,,,,,,,
9/22/2025,15:47:22:297,38.897348,-77.043959,65,2107,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:22:666,38.897348,-77.043957,66,2108,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:23:052,38.897348,-77.043953,67,2109,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:23:053,38.897347,-77.043949,68,2110,512,0,0,0,0,-70.9,-70.9,40,44,8.9,136,,,,,,,,,,
9/22/2025,15:47:23:053,38.897346,-77.043945,69,2111,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:23:053,38.897346,-77.043941,70,2112,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:23:053,38.897345,-77.043937,71,2113,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:23:414,38.897344,-77.043933,72,2114,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:23:788,38.897344,-77.043929,73,2115,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:24:135,38.897344,-77.043906,74,2116,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:24:914,38.897344,-77.043883,75,2117,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:25:685,38.897339,-77.043828,76,2118,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:26:464,38.897335,-77.043764,77,2119,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:27:243,38.89733,-77.043727,78,2120,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:28:024,38.897325,-77.043691,79,2121,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:28:811,38.897321,-77.043608,80,2122,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:29:676,38.897316,-77.043526,81,2123,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:30:466,38.897316,-77.043484,82,2124,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:31:240,38.897316,-77.043443,83,2125,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:32:037,38.897321,-77.043361,84,2126,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:32:849,38.897321,-77.043278,85,2127,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:33:637,38.897321,-77.043196,86,2128,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:34:432,38.897321,-77.043159,87,2129,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:35:202,38.897321,-77.043122,88,2130,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:36:123,38.897321,-77.043058,89,2131,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:36:893,38.897316,-77.043003,90,2132,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:37:665,38.897316,-77.042939,91,2133,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:38:429,38.897316,-77.042902,92,2134,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:38:880,38.897316,-77.042866,93,2135,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:39:252,38.897317,-77.042853,94,2136,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:39:252,38.897318,-77.042841,95,2137,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:39:252,38.897319,-77.042829,96,2138,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:39:252,38.897319,-77.042817,97,2139,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:39:252,38.89732,-77.042804,98,2140,512,0,0,0,0,-90.84,-90.84,20,44,10.66,144,,,,,,,,,,
9/22/2025,15:47:39:626,38.897321,-77.042792,99,2141,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:40:001,38.897321,-77.042765,100,2142,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:40:377,38.897321,-77.042737,101,2143,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:40:755,38.897321,-77.04271,102,2144,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:41:127,38.897321,-77.042664,103,2145,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:41:504,38.897321,-77.042618,104,2146,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:41:877,38.897319,-77.042588,105,2147,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:42:255,38.897318,-77.042557,106,2148,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:42:635,38.897316,-77.042526,107,2149,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:42:635,38.897316,-77.042501,108,2150,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:43:003,38.897316,-77.042476,109,2151,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:43:379,38.897316,-77.042451,110,2152,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:43:753,38.897316,-77.042426,111,2153,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:44:341,38.897316,-77.042384,112,2154,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:45:116,38.897316,-77.042343,113,2155,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:45:887,38.897316,-77.042242,114,2156,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:336,38.897316,-77.042228,115,2157,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:336,38.897316,-77.042215,116,2158,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:336,38.897316,-77.042201,117,2159,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:336,38.897316,-77.042187,118,2160,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:336,38.897316,-77.042173,119,2161,512,0,0,0,0,-98.71,-98.71,12,44,-2.68,136,,,,,,,,,,
9/22/2025,15:47:46:718,38.897316,-77.04216,120,2162,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:718,38.897316,-77.042151,121,2163,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:718,38.897316,-77.042143,122,2164,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:46:718,38.897316,-77.042135,123,2165,512,0,0,0,0,-98.63,-98.63,12,42,12.26,128,,,,,,,,,,
9/22/2025,15:47:46:718,38.897316,-77.042127,124,2166,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:088,38.897316,-77.042118,125,2167,512,0,0,0,0,-103.67,-103.67,7,42,10.97,136,,,,,,,,,,
9/22/2025,15:47:47:089,38.897316,-77.04211,126,2168,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:089,38.897316,-77.042102,127,2169,512,0,0,0,0,-69.35,-69.35,41,44,4.93,136,,,,,,,,,,
9/22/2025,15:47:47:089,38.897316,-77.042094,128,2170,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:089,38.897316,-77.042085,129,2171,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:469,38.897316,-77.042077,130,2172,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:469,38.897317,-77.042071,131,2173,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:469,38.897318,-77.042064,132,2174,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:469,38.897319,-77.042057,133,2175,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:469,38.89732,-77.042051,134,2176,512,0,0,0,0,-98.14,-98.14,12,44,4.18,136,,,,,,,,,,
9/22/2025,15:47:47:836,38.89732,-77.042044,135,2177,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:836,38.897321,-77.042037,136,2178,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:836,38.897322,-77.042031,137,2179,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:47:836,38.897323,-77.042024,138,2180,512,0,0,0,0,-77.82,-77.82,33,44,-1.18,136,,,,,,,,,,
9/22/2025,15:47:47:836,38.897324,-77.042017,139,2181,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:48:215,38.897325,-77.042011,140,2182,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:48:586,38.897325,-77.042004,141,2183,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:48:586,38.897326,-77.041998,142,2184,512,0,0,0,0,-70.97,-70.97,40,42,3.25,128,,,,,,,,,,
9/22/2025,15:47:48:586,38.897326,-77.041992,143,2185,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:48:586,38.897327,-77.041986,144,2186,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:48:588,38.897327,-77.041981,145,2187,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:48:962,38.897328,-77.041975,146,2188,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:340,38.897328,-77.041969,147,2189,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:340,38.897328,-77.041963,148,2190,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:340,38.897329,-77.041957,149,2191,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:341,38.897329,-77.041951,150,2192,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:341,38.89733,-77.041946,151,2193,512,0,0,0,0,-99.28,-99.28,11,42,6.7,136,,,,,,,,,,
9/22/2025,15:47:49:721,38.89733,-77.04194,152,2194,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:722,38.897332,-77.041929,153,2195,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:722,38.897335,-77.041918,154,2196,512,0,0,0,0,-97.47,-97.47,13,44,2.8,136,,,,,,,,,,
9/22/2025,15:47:49:722,38.897337,-77.041908,155,2197,,,,,,,,,,,,,,,,,,,,,
9/22/2025,15:47:49:722,38.897339,-77.041897,156,2198,512,0,0,0,0,-94.27,-94.27,16,44,5.62,136,,,,,,,,,,
